N1	N2	W
127	182	1
133	182	1
134	182	1
136	182	1
163	182	1
175	182	1
178	182	1
178	182	1
193	182	1
229	182	1
231	182	1
235	182	1
5	183	1
6	183	1
10	183	1
21	183	1
21	183	1
22	183	1
22	183	1
52	183	1
65	183	1
66	183	1
66	183	1
74	183	1
76	183	1
76	183	1
80	183	1
109	183	1
109	183	1
114	183	1
159	183	1
167	183	1
167	183	1
168	183	1
176	183	1
176	183	1
177	183	1
79	183	1
80	183	1
200	183	1
234	183	1
235	183	1
235	183	1
60	184	1
61	184	1
67	184	1
69	184	1
70	184	1
71	184	1
83	184	1
84	184	1
84	184	1
85	184	1
86	184	1
132	184	1
152	184	1
169	184	1
170	184	1
179	184	1
180	184	1
180	184	1
180	184	1
14	184	1
67	184	1
96	184	1
179	184	1
180	184	1
224	184	1
225	184	1
226	184	1
187	184	1
189	184	1
190	184	1
190	184	1
190	184	1
210	184	1
210	184	1
225	184	1
227	184	1
238	184	1
239	184	1
3	185	1
86	185	1
167	185	1
167	185	1
168	185	1
168	185	1
13	185	1
186	185	1
211	185	1
226	185	1
189	185	1
204	185	1
215	185	1
225	185	1
226	185	1
2	186	1
3	186	1
167	186	1
167	186	1
167	186	1
168	186	1
168	186	1
171	186	1
14	186	1
185	186	1
211	186	1
187	186	1
227	186	1
190	186	1
192	186	1
196	186	1
203	186	1
214	186	1
224	186	1
227	186	1
227	186	1
25	187	1
84	187	1
85	187	1
118	187	1
119	187	1
120	187	1
131	187	1
134	187	1
134	187	1
167	187	1
167	187	1
168	187	1
168	187	1
184	187	1
186	187	1
135	187	1
189	187	1
191	187	1
224	187	1
190	187	1
192	187	1
192	187	1
192	187	1
227	187	1
227	187	1
237	187	1
238	187	1
24	188	1
86	188	1
116	188	1
119	188	1
121	188	1
132	188	1
133	188	1
133	188	1
167	188	1
168	188	1
168	188	1
136	188	1
192	188	1
204	188	1
189	188	1
225	188	1
191	188	1
191	188	1
191	188	1
226	188	1
232	188	1
236	188	1
236	188	1
236	188	1
239	188	1
3	189	1
3	189	1
118	189	1
119	189	1
119	189	1
124	189	1
124	189	1
125	189	1
125	189	1
131	189	1
132	189	1
132	189	1
167	189	1
167	189	1
167	189	1
168	189	1
168	189	1
168	189	1
179	189	1
180	189	1
180	189	1
184	189	1
185	189	1
188	189	1
190	189	1
190	189	1
187	189	1
191	189	1
195	189	1
197	189	1
198	189	1
199	189	1
200	189	1
233	189	1
4	190	1
23	190	1
69	190	1
70	190	1
118	190	1
119	190	1
124	190	1
167	190	1
167	190	1
167	190	1
168	190	1
168	190	1
168	190	1
168	190	1
179	190	1
180	190	1
180	190	1
184	190	1
184	190	1
184	190	1
186	190	1
187	190	1
189	190	1
189	190	1
192	190	1
197	190	1
199	190	1
199	190	1
200	190	1
201	190	1
233	190	1
235	190	1
83	191	1
83	191	1
116	191	1
118	191	1
119	191	1
131	191	1
136	191	1
167	191	1
167	191	1
168	191	1
188	191	1
188	191	1
188	191	1
61	191	1
133	191	1
187	191	1
189	191	1
192	191	1
205	191	1
226	191	1
199	191	1
231	191	1
236	191	1
236	191	1
239	191	1
239	191	1
84	192	1
117	192	1
118	192	1
119	192	1
132	192	1
135	192	1
135	192	1
167	192	1
167	192	1
168	192	1
168	192	1
186	192	1
187	192	1
187	192	1
187	192	1
60	192	1
61	192	1
134	192	1
188	192	1
190	192	1
191	192	1
206	192	1
227	192	1
200	192	1
217	192	1
219	192	1
229	192	1
237	192	1
237	192	1
238	192	1
123	193	1
169	193	1
170	193	1
120	193	1
181	193	1
182	193	1
196	193	1
220	193	1
221	193	1
229	193	1
119	194	1
122	194	1
123	194	1
125	194	1
126	194	1
126	194	1
127	194	1
131	194	1
176	194	1
196	194	1
228	194	1
230	194	1
118	195	1
121	195	1
122	195	1
123	195	1
124	195	1
126	195	1
127	195	1
132	195	1
136	195	1
178	195	1
189	195	1
196	195	1
202	195	1
229	195	1
230	195	1
231	195	1
123	196	1
124	196	1
125	196	1
126	196	1
127	196	1
164	196	1
178	196	1
186	196	1
60	196	1
61	196	1
116	196	1
117	196	1
193	196	1
194	196	1
195	196	1
222	196	1
222	196	1
223	196	1
225	196	1
230	196	1
231	196	1
69	197	1
70	197	1
70	197	1
111	197	1
164	197	1
164	197	1
176	197	1
177	197	1
180	197	1
189	197	1
190	197	1
233	197	1
200	197	1
204	197	1
210	197	1
252	197	1
69	198	1
69	198	1
70	198	1
111	198	1
164	198	1
164	198	1
171	198	1
179	198	1
180	198	1
189	198	1
205	198	1
1	199	1
3	199	1
11	199	1
14	199	1
24	199	1
24	199	1
26	199	1
44	199	1
54	199	1
57	199	1
60	199	1
83	199	1
83	199	1
83	199	1
161	199	1
173	199	1
189	199	1
190	199	1
190	199	1
191	199	1
7	199	1
44	199	1
50	199	1
75	199	1
124	199	1
201	199	1
234	199	1
202	199	1
202	199	1
204	199	1
214	199	1
218	199	1
219	199	1
222	199	1
222	199	1
234	199	1
234	199	1
2	200	1
16	200	1
16	200	1
16	200	1
27	200	1
45	200	1
45	200	1
55	200	1
57	200	1
58	200	1
61	200	1
67	200	1
84	200	1
115	200	1
160	200	1
183	200	1
189	200	1
190	200	1
192	200	1
197	200	1
45	200	1
51	200	1
76	200	1
125	200	1
202	200	1
235	200	1
203	200	1
235	200	1
235	200	1
3	201	1
84	201	1
85	201	1
119	201	1
177	201	1
190	201	1
199	201	1
219	201	1
211	201	1
27	202	1
83	202	1
83	202	1
84	202	1
86	202	1
134	202	1
176	202	1
195	202	1
199	202	1
199	202	1
200	202	1
211	202	1
13	203	1
13	203	1
14	203	1
54	203	1
70	203	1
81	203	1
149	203	1
179	203	1
179	203	1
180	203	1
180	203	1
186	203	1
200	203	1
220	203	1
222	203	1
252	203	1
252	203	1
13	204	1
14	204	1
55	204	1
69	204	1
109	204	1
131	204	1
150	204	1
168	204	1
179	204	1
179	204	1
179	204	1
180	204	1
180	204	1
185	204	1
197	204	1
199	204	1
188	204	1
223	204	1
252	204	1
252	204	1
13	205	1
26	205	1
26	205	1
54	205	1
54	205	1
109	205	1
132	205	1
179	205	1
179	205	1
180	205	1
180	205	1
180	205	1
198	205	1
191	205	1
223	205	1
221	205	1
225	205	1
4	206	1
27	206	1
55	206	1
55	206	1
109	206	1
179	206	1
179	206	1
180	206	1
180	206	1
192	206	1
222	206	1
220	206	1
220	206	1
224	206	1
55	207	1
58	207	1
58	207	1
59	207	1
60	207	1
61	207	1
71	207	1
71	207	1
109	207	1
115	207	1
163	207	1
54	207	1
241	207	1
242	207	1
243	207	1
241	207	1
252	207	1
55	208	1
55	208	1
58	208	1
59	208	1
60	208	1
61	208	1
68	208	1
71	208	1
114	208	1
55	208	1
87	208	1
88	208	1
58	209	1
59	209	1
60	209	1
61	209	1
71	209	1
115	209	1
54	209	1
55	209	1
87	209	1
14	210	1
24	210	1
24	210	1
54	210	1
54	210	1
55	210	1
60	210	1
82	210	1
112	210	1
172	210	1
184	210	1
184	210	1
197	210	1
211	210	1
7	211	1
13	211	1
54	211	1
56	211	1
56	211	1
57	211	1
109	211	1
172	211	1
201	211	1
202	211	1
54	211	1
56	211	1
185	211	1
186	211	1
210	211	1
218	211	1
25	212	1
84	212	1
167	212	1
168	212	1
169	212	1
3	213	1
83	213	1
83	213	1
168	213	1
170	213	1
85	214	1
85	214	1
168	214	1
186	214	1
199	214	1
169	214	1
232	214	1
69	215	1
86	215	1
185	215	1
170	215	1
233	215	1
235	215	1
135	216	1
169	216	1
218	216	1
3	217	1
136	217	1
192	217	1
15	217	1
170	217	1
219	217	1
239	217	1
72	218	1
133	218	1
152	218	1
199	218	1
56	218	1
57	218	1
169	218	1
211	218	1
216	218	1
239	218	1
134	219	1
153	219	1
192	219	1
199	219	1
169	219	1
170	219	1
201	219	1
217	219	1
238	219	1
21	220	1
21	220	1
27	220	1
55	220	1
66	220	1
70	220	1
75	220	1
109	220	1
171	220	1
193	220	1
206	220	1
206	220	1
69	220	1
70	220	1
169	220	1
203	220	1
233	220	1
3	221	1
6	221	1
22	221	1
26	221	1
54	221	1
65	221	1
83	221	1
84	221	1
109	221	1
164	221	1
172	221	1
193	221	1
205	221	1
26	221	1
69	221	1
70	221	1
170	221	1
232	221	1
5	222	1
15	222	1
21	222	1
66	222	1
109	222	1
149	222	1
149	222	1
149	222	1
196	222	1
196	222	1
199	222	1
199	222	1
203	222	1
206	222	1
6	223	1
22	223	1
65	223	1
76	223	1
109	223	1
150	223	1
150	223	1
196	223	1
204	223	1
69	223	1
70	223	1
205	223	1
14	224	1
14	224	1
70	224	1
131	224	1
131	224	1
167	224	1
167	224	1
167	224	1
168	224	1
168	224	1
168	224	1
168	224	1
170	224	1
171	224	1
172	224	1
180	224	1
186	224	1
206	224	1
169	224	1
170	224	1
184	224	1
187	224	1
227	224	1
227	224	1
236	224	1
237	224	1
237	224	1
13	225	1
22	225	1
27	225	1
69	225	1
70	225	1
131	225	1
131	225	1
132	225	1
167	225	1
167	225	1
167	225	1
168	225	1
168	225	1
168	225	1
171	225	1
172	225	1
179	225	1
179	225	1
180	225	1
184	225	1
185	225	1
196	225	1
205	225	1
170	225	1
184	225	1
188	225	1
269	225	1
226	225	1
236	225	1
236	225	1
2	226	1
14	226	1
26	226	1
27	226	1
132	226	1
163	226	1
167	226	1
167	226	1
167	226	1
168	226	1
168	226	1
168	226	1
172	226	1
179	226	1
185	226	1
188	226	1
225	226	1
170	226	1
184	226	1
185	226	1
191	226	1
227	226	1
239	226	1
1	227	1
131	227	1
132	227	1
167	227	1
167	227	1
167	227	1
168	227	1
168	227	1
168	227	1
169	227	1
171	227	1
172	227	1
184	227	1
186	227	1
186	227	1
187	227	1
187	227	1
224	227	1
224	227	1
169	227	1
186	227	1
192	227	1
226	227	1
252	227	1
238	227	1
238	227	1
81	228	1
83	228	1
116	228	1
122	228	1
122	228	1
163	228	1
181	228	1
194	228	1
82	229	1
84	229	1
117	229	1
123	229	1
182	229	1
192	229	1
193	229	1
195	229	1
237	229	1
85	230	1
126	230	1
181	230	1
194	230	1
195	230	1
196	230	1
86	231	1
119	231	1
127	231	1
182	231	1
191	231	1
195	231	1
196	231	1
3	232	1
56	232	1
83	232	1
83	232	1
118	232	1
172	232	1
188	232	1
214	232	1
221	232	1
133	232	1
135	232	1
234	232	1
234	232	1
267	232	1
2	233	1
57	233	1
84	233	1
84	233	1
119	233	1
125	233	1
125	233	1
172	233	1
189	233	1
190	233	1
215	233	1
220	233	1
134	233	1
136	233	1
197	233	1
235	233	1
235	233	1
28	234	1
44	234	1
52	234	1
52	234	1
56	234	1
60	234	1
60	234	1
68	234	1
124	234	1
167	234	1
167	234	1
171	234	1
176	234	1
176	234	1
183	234	1
199	234	1
199	234	1
232	234	1
232	234	1
199	234	1
6	235	1
53	235	1
53	235	1
53	235	1
56	235	1
57	235	1
61	235	1
119	235	1
127	235	1
136	235	1
168	235	1
177	235	1
182	235	1
183	235	1
183	235	1
190	235	1
200	235	1
200	235	1
215	235	1
233	235	1
233	235	1
125	235	1
200	235	1
61	236	1
83	236	1
116	236	1
131	236	1
169	236	1
188	236	1
188	236	1
188	236	1
191	236	1
191	236	1
224	236	1
225	236	1
225	236	1
54	236	1
176	236	1
60	237	1
61	237	1
84	237	1
170	237	1
187	237	1
192	237	1
192	237	1
224	237	1
224	237	1
229	237	1
55	237	1
177	237	1
57	238	1
61	238	1
120	238	1
120	238	1
167	238	1
169	238	1
178	238	1
184	238	1
187	238	1
192	238	1
219	238	1
227	238	1
227	238	1
55	238	1
176	238	1
54	239	1
60	239	1
121	239	1
168	239	1
170	239	1
178	239	1
184	239	1
188	239	1
191	239	1
191	239	1
217	239	1
218	239	1
226	239	1
54	239	1
177	239	1
60	240	1
61	240	1
72	240	1
103	240	1
54	240	1
88	240	1
252	240	1
269	240	1
269	240	1
54	241	1
54	241	1
55	241	1
56	241	1
59	241	1
61	241	1
103	241	1
109	241	1
207	241	1
54	241	1
207	241	1
269	241	1
270	241	1
242	241	1
242	241	1
252	241	1
253	241	1
269	241	1
270	241	1
270	241	1
54	242	1
55	242	1
59	242	1
60	242	1
60	242	1
61	242	1
103	242	1
103	242	1
104	242	1
241	242	1
29	242	1
54	242	1
55	242	1
207	242	1
243	242	1
252	242	1
270	242	1
271	242	1
271	242	1
54	243	1
55	243	1
57	243	1
58	243	1
61	243	1
104	243	1
242	243	1
30	243	1
54	243	1
55	243	1
91	243	1
207	243	1
254	243	1
254	243	1
254	243	1
272	243	1
54	244	1
55	244	1
58	244	1
58	244	1
61	244	1
104	244	1
105	244	1
105	244	1
31	244	1
54	244	1
55	244	1
91	244	1
273	244	1
273	244	1
54	245	1
55	245	1
59	245	1
105	245	1
105	245	1
115	245	1
54	245	1
55	245	1
256	245	1
273	245	1
274	245	1
274	245	1
56	246	1
105	246	1
106	246	1
33	246	1
54	246	1
55	246	1
254	246	1
275	246	1
54	247	1
55	247	1
55	247	1
106	247	1
106	247	1
34	247	1
54	247	1
55	247	1
57	247	1
140	247	1
153	247	1
247	247	1
259	247	1
260	247	1
276	247	1
248	247	1
257	247	1
257	247	1
259	247	1
275	247	1
276	247	1
276	247	1
276	247	1
54	248	1
55	248	1
55	248	1
57	248	1
106	248	1
107	248	1
139	248	1
155	248	1
164	248	1
247	248	1
54	248	1
57	248	1
110	248	1
111	248	1
153	248	1
259	248	1
260	248	1
275	248	1
259	248	1
259	248	1
259	248	1
277	248	1
277	248	1
54	249	1
55	249	1
56	249	1
54	249	1
55	249	1
54	250	1
55	250	1
59	250	1
64	250	1
108	250	1
158	250	1
54	250	1
55	250	1
251	250	1
261	250	1
279	250	1
280	250	1
280	250	1
280	250	1
39	251	1
54	251	1
94	251	1
95	251	1
95	251	1
102	251	1
108	251	1
109	251	1
128	251	1
143	251	1
144	251	1
145	251	1
146	251	1
152	251	1
153	251	1
165	251	1
166	251	1
250	251	1
55	251	1
145	251	1
146	251	1
262	251	1
262	251	1
280	251	1
280	251	1
281	251	1
281	251	1
281	251	1
14	252	1
14	252	1
62	252	1
62	252	1
103	252	1
109	252	1
109	252	1
113	252	1
113	252	1
179	252	1
197	252	1
203	252	1
203	252	1
204	252	1
204	252	1
207	252	1
240	252	1
241	252	1
242	252	1
56	252	1
69	252	1
97	252	1
227	252	1
253	252	1
269	252	1
270	252	1
21	253	1
56	253	1
103	253	1
103	253	1
104	253	1
241	253	1
56	253	1
57	253	1
99	253	1
176	253	1
252	253	1
254	253	1
256	253	1
258	253	1
264	253	1
270	253	1
270	253	1
271	253	1
271	253	1
104	254	1
104	254	1
152	254	1
243	254	1
243	254	1
57	254	1
96	254	1
246	254	1
253	254	1
104	255	1
104	255	1
105	255	1
105	255	1
152	255	1
153	255	1
56	255	1
57	255	1
96	255	1
99	255	1
256	255	1
273	255	1
105	256	1
105	256	1
152	256	1
245	256	1
56	256	1
253	256	1
255	256	1
257	256	1
274	256	1
274	256	1
274	256	1
106	257	1
152	257	1
153	257	1
247	257	1
247	257	1
56	257	1
57	257	1
90	257	1
256	257	1
258	257	1
274	257	1
275	257	1
106	258	1
153	258	1
257	258	1
56	258	1
57	258	1
253	258	1
107	259	1
107	259	1
107	259	1
152	259	1
153	259	1
247	259	1
248	259	1
248	259	1
248	259	1
56	259	1
57	259	1
247	259	1
248	259	1
260	259	1
260	259	1
260	259	1
260	259	1
277	259	1
277	259	1
278	259	1
107	260	1
107	260	1
259	260	1
259	260	1
54	260	1
55	260	1
56	260	1
57	260	1
110	260	1
152	260	1
247	260	1
248	260	1
259	260	1
278	260	1
278	260	1
278	260	1
108	261	1
152	261	1
153	261	1
164	261	1
250	261	1
56	261	1
57	261	1
69	261	1
152	261	1
279	261	1
279	261	1
280	261	1
280	261	1
108	262	1
108	262	1
109	262	1
152	262	1
153	262	1
251	262	1
56	262	1
57	262	1
251	262	1
280	262	1
71	263	1
103	263	1
103	263	1
104	263	1
104	263	1
105	263	1
105	263	1
111	263	1
164	263	1
264	263	1
265	263	1
264	263	1
264	263	1
269	263	1
265	263	1
265	263	1
266	263	1
269	263	1
269	263	1
270	263	1
271	263	1
272	263	1
273	263	1
273	263	1
274	263	1
99	264	1
103	264	1
103	264	1
104	264	1
105	264	1
105	264	1
111	264	1
115	264	1
115	264	1
153	264	1
158	264	1
158	264	1
162	264	1
164	264	1
253	264	1
263	264	1
263	264	1
263	264	1
265	264	1
265	264	1
265	264	1
269	264	1
270	264	1
270	264	1
272	264	1
272	264	1
273	264	1
274	264	1
56	265	1
71	265	1
103	265	1
103	265	1
104	265	1
105	265	1
105	265	1
106	265	1
106	265	1
111	265	1
115	265	1
115	265	1
158	265	1
158	265	1
160	265	1
162	265	1
263	265	1
263	265	1
264	265	1
264	265	1
106	265	1
263	265	1
264	265	1
266	265	1
267	265	1
266	265	1
267	265	1
269	265	1
270	265	1
271	265	1
272	265	1
273	265	1
273	265	1
274	265	1
274	265	1
275	265	1
56	266	1
66	266	1
263	266	1
265	266	1
265	266	1
63	266	1
265	266	1
267	266	1
267	266	1
267	266	1
62	267	1
63	267	1
111	267	1
114	267	1
114	267	1
132	267	1
164	267	1
232	267	1
265	267	1
266	267	1
266	267	1
265	267	1
266	267	1
29	269	1
65	269	1
87	269	1
88	269	1
96	269	1
103	269	1
162	269	1
240	269	1
240	269	1
241	269	1
252	269	1
263	269	1
264	269	1
265	269	1
103	269	1
111	269	1
174	269	1
176	269	1
225	269	1
241	269	1
263	269	1
270	269	1
30	270	1
31	270	1
60	270	1
87	270	1
88	270	1
96	270	1
103	270	1
103	270	1
241	270	1
241	270	1
242	270	1
252	270	1
253	270	1
253	270	1
263	270	1
264	270	1
265	270	1
29	270	1
103	270	1
241	270	1
269	270	1
271	270	1
31	271	1
57	271	1
60	271	1
88	271	1
89	271	1
96	271	1
97	271	1
104	271	1
242	271	1
242	271	1
253	271	1
253	271	1
263	271	1
265	271	1
159	271	1
270	271	1
272	271	1
32	272	1
89	272	1
90	272	1
92	272	1
97	272	1
98	272	1
104	272	1
115	272	1
243	272	1
263	272	1
264	272	1
265	272	1
104	272	1
160	272	1
271	272	1
273	272	1
33	273	1
55	273	1
90	273	1
91	273	1
92	273	1
97	273	1
98	273	1
173	273	1
173	273	1
244	273	1
244	273	1
244	273	1
245	273	1
255	273	1
263	273	1
264	273	1
265	273	1
160	273	1
272	273	1
274	273	1
34	274	1
54	274	1
91	274	1
92	274	1
98	274	1
99	274	1
158	274	1
245	274	1
245	274	1
256	274	1
256	274	1
257	274	1
263	274	1
264	274	1
265	274	1
273	274	1
275	274	1
158	275	1
246	275	1
247	275	1
257	275	1
265	275	1
248	275	1
274	275	1
106	276	1
247	276	1
247	276	1
247	276	1
106	276	1
247	276	1
107	277	1
248	277	1
259	277	1
140	277	1
278	277	1
107	278	1
154	278	1
259	278	1
260	278	1
260	278	1
57	278	1
107	278	1
111	278	1
277	278	1
55	279	1
63	279	1
139	279	1
250	279	1
261	279	1
261	279	1
71	280	1
158	280	1
250	280	1
250	280	1
251	280	1
251	280	1
261	280	1
261	280	1
262	280	1
39	281	1
55	281	1
55	281	1
95	281	1
102	281	1
137	281	1
138	281	1
138	281	1
152	281	1
153	281	1
173	281	1
251	281	1
251	281	1
159	281	1
30	130	1
31	130	1
32	130	1
33	130	1
34	130	1
37	130	1
39	130	1
62	130	1
63	130	1
70	130	1
70	130	1
71	130	1
87	130	1
88	130	1
89	130	1
90	130	1
91	130	1
92	130	1
263	130	1
265	130	1
29	130	1
95	130	1
96	130	1
97	130	1
98	130	1
99	130	1
103	130	1
104	130	1
105	130	1
107	130	1
108	130	1
110	130	1
110	130	1
114	130	1
115	130	1
115	130	1
116	130	1
116	130	1
117	130	1
117	130	1
118	130	1
118	130	1
119	130	1
119	130	1
120	130	1
120	130	1
121	130	1
121	130	1
137	130	1
138	130	1
149	130	1
157	130	1
157	130	1
158	130	1
158	130	1
173	130	1
173	130	1
179	130	1
179	130	1
180	130	1
180	130	1
185	130	1
186	130	1
186	130	1
187	130	1
187	130	1
188	130	1
189	130	1
189	130	1
190	130	1
190	130	1
191	130	1
191	130	1
192	130	1
192	130	1
193	130	1
194	130	1
195	130	1
196	130	1
197	130	1
197	130	1
199	130	1
199	130	1
200	130	1
201	130	1
201	130	1
202	130	1
202	130	1
220	130	1
220	130	1
221	130	1
221	130	1
222	130	1
222	130	1
223	130	1
223	130	1
224	130	1
224	130	1
225	130	1
226	130	1
227	130	1
227	130	1
228	130	1
228	130	1
229	130	1
229	130	1
230	130	1
230	130	1
231	130	1
231	130	1
240	130	1
241	130	1
242	130	1
243	130	1
244	130	1
245	130	1
246	130	1
247	130	1
248	130	1
250	130	1
251	130	1
252	130	1
253	130	1
254	130	1
255	130	1
256	130	1
257	130	1
258	130	1
259	130	1
260	130	1
261	130	1
262	130	1
263	130	1
264	130	1
264	130	1
265	130	1
266	130	1
266	130	1
267	130	1
268	130	1
269	130	1
270	130	1
271	130	1
272	130	1
273	130	1
274	130	1
275	130	1
276	130	1
277	130	1
278	130	1
279	130	1
280	130	1
281	130	1
		
